book_chapter,chapter_verse,verse
Mark 4,Verse 18,18
Mark 4,Verse 19,19
Mark 4,Verse 20,20
Mark 4,Verse 21,21
Mark 4,Verse 22,22
Mark 4,Verse 23,23
Mark 4,Verse 24,24
Mark 4,Verse 25,25
Mark 4,Verse 26,26
Mark 4,Verse 27,27
Mark 4,Verse 28,28
Mark 4,Verse 29,29
Mark 4,Verse 30,30
Mark 4,Verse 31,31
Mark 4,Verse 32,32
Mark 4,Verse 33,33
Mark 4,Verse 34,34
Mark 4,Verse 35,35
Mark 4,Verse 36,36
Mark 4,Verse 37,37
Mark 4,Verse 38,38
Mark 4,Verse 39,39
Mark 4,Verse 40,40
Mark 4,Verse 41,41
Mark 5,Verse 1,1
Mark 5,Verse 2,2
Mark 5,Verse 3,3
Mark 5,Verse 4,4
Mark 5,Verse 5,5
Mark 5,Verse 6,6
Mark 5,Verse 7,7
Mark 5,Verse 8,8
Mark 5,Verse 9,9
Mark 5,Verse 10,10
Mark 5,Verse 11,11
Mark 5,Verse 12,12
Mark 5,Verse 13,13
Mark 5,Verse 14,14
Mark 5,Verse 15,15
Mark 5,Verse 16,16
Mark 5,Verse 17,17
Mark 5,Verse 18,18
Mark 5,Verse 19,19
Mark 5,Verse 20,20
Mark 5,Verse 21,21
Mark 5,Verse 22,22
Mark 5,Verse 23,23
Mark 5,Verse 24,24
Mark 5,Verse 25,25
Mark 5,Verse 26,26
Mark 5,Verse 27,27
Mark 5,Verse 28,28
Mark 5,Verse 29,29
Mark 5,Verse 30,30
Mark 5,Verse 31,31
Mark 5,Verse 32,32
Mark 5,Verse 33,33
Mark 5,Verse 34,34
Mark 5,Verse 35,35
Mark 5,Verse 36,36
Mark 5,Verse 37,37
Mark 5,Verse 38,38
Mark 5,Verse 39,39
Mark 5,Verse 40,40
Mark 5,Verse 41,41
Mark 5,Verse 42,42
Mark 5,Verse 43,43
Mark 6,Verse 1,1
Mark 6,Verse 2,2
Mark 6,Verse 3,3
Mark 6,Verse 4,4
Mark 6,Verse 5,5
Mark 6,Verse 6,6
Mark 6,Verse 7,7
Mark 6,Verse 8,8
Mark 6,Verse 9,9
Mark 6,Verse 10,10
Mark 6,Verse 11,11
Mark 6,Verse 12,12
Mark 6,Verse 13,13
Mark 6,Verse 14,14
Mark 6,Verse 15,15
Mark 6,Verse 16,16
Mark 6,Verse 17,17
Mark 6,Verse 18,18
Mark 6,Verse 19,19
Mark 6,Verse 20,20
Mark 6,Verse 21,21
Mark 6,Verse 22,22
Mark 6,Verse 23,23
Mark 6,Verse 24,24
Mark 6,Verse 25,25
Mark 6,Verse 26,26
Mark 6,Verse 27,27
Mark 6,Verse 28,28
Mark 6,Verse 29,29
Mark 6,Verse 30,30
Mark 6,Verse 31,31
Mark 6,Verse 32,32
Mark 6,Verse 33,33
Mark 6,Verse 34,34
Mark 6,Verse 35,35
Mark 6,Verse 36,36
Mark 6,Verse 37,37
Mark 6,Verse 38,38
Mark 6,Verse 39,39
Mark 6,Verse 40,40
Mark 6,Verse 41,41
Mark 6,Verse 42,42
Mark 6,Verse 43,43
Mark 6,Verse 44,44
Mark 6,Verse 45,45
Mark 6,Verse 46,46
Mark 6,Verse 47,47
Mark 6,Verse 48,48
Mark 6,Verse 49,49
Mark 6,Verse 50,50
Mark 6,Verse 51,51
Mark 6,Verse 52,52
Mark 6,Verse 53,53
Mark 6,Verse 54,54
Mark 6,Verse 55,55
Mark 6,Verse 56,56
Mark 7,Verse 1,1
Mark 7,Verse 2,2
Mark 7,Verse 3,3
Mark 7,Verse 4,4
Mark 7,Verse 5,5
Mark 7,Verse 6,6
Mark 7,Verse 7,7
Mark 7,Verse 8,8
Mark 7,Verse 9,9
Mark 7,Verse 10,10
Mark 7,Verse 11,11
Mark 7,Verse 12,12
Mark 7,Verse 13,13
Mark 7,Verse 14,14
Mark 7,Verse 15,15
Mark 7,Verse 16,16
Mark 7,Verse 17,17
Mark 7,Verse 18,18
Mark 7,Verse 19,19
Mark 7,Verse 20,20
Mark 7,Verse 21,21
Mark 7,Verse 22,22
Mark 7,Verse 23,23
Mark 7,Verse 24,24
Mark 7,Verse 25,25
Mark 7,Verse 26,26
Mark 7,Verse 27,27
Mark 7,Verse 28,28
Mark 7,Verse 29,29
Mark 7,Verse 30,30
Mark 7,Verse 31,31
Mark 7,Verse 32,32
Mark 7,Verse 33,33
Mark 7,Verse 34,34
Mark 7,Verse 35,35
Mark 7,Verse 36,36
Mark 7,Verse 37,37
Mark 8,Verse 1,1
Mark 8,Verse 2,2
Mark 8,Verse 3,3
Mark 8,Verse 4,4
Mark 8,Verse 5,5
Mark 8,Verse 6,6
Mark 8,Verse 7,7
Mark 8,Verse 8,8
Mark 8,Verse 9,9
Mark 8,Verse 10,10
Mark 8,Verse 11,11
Mark 8,Verse 12,12
Mark 8,Verse 13,13
Mark 8,Verse 14,14
Mark 8,Verse 15,15
Mark 8,Verse 16,16
Mark 8,Verse 17,17
Mark 8,Verse 18,18
Mark 8,Verse 19,19
Mark 8,Verse 20,20
Mark 8,Verse 21,21
Mark 8,Verse 22,22
Mark 8,Verse 23,23
Mark 8,Verse 24,24
Mark 8,Verse 25,25
Mark 8,Verse 26,26
Mark 8,Verse 27,27
Mark 8,Verse 28,28
Mark 8,Verse 29,29
Mark 8,Verse 30,30
Mark 8,Verse 31,31
Mark 8,Verse 32,32
Mark 8,Verse 33,33
Mark 8,Verse 34,34
Mark 8,Verse 35,35
Mark 8,Verse 36,36
Mark 8,Verse 37,37
Mark 8,Verse 38,38
Mark 9,Verse 1,1
Mark 9,Verse 2,2
Mark 9,Verse 3,3
Mark 9,Verse 4,4
Mark 9,Verse 5,5
Mark 9,Verse 6,6
Mark 9,Verse 7,7
Mark 9,Verse 8,8
Mark 9,Verse 9,9
Mark 9,Verse 10,10
Mark 9,Verse 11,11
Mark 9,Verse 12,12
Mark 9,Verse 13,13
Mark 9,Verse 14,14
Mark 9,Verse 15,15
Mark 9,Verse 16,16
Mark 9,Verse 17,17
Mark 9,Verse 18,18
Mark 9,Verse 19,19
Mark 9,Verse 20,20
Mark 9,Verse 21,21
Mark 9,Verse 22,22
Mark 9,Verse 23,23
Mark 9,Verse 24,24
Mark 9,Verse 25,25
Mark 9,Verse 26,26
Mark 9,Verse 27,27
Mark 9,Verse 28,28
Mark 9,Verse 29,29
Mark 9,Verse 30,30
Mark 9,Verse 31,31
Mark 9,Verse 32,32
Mark 9,Verse 33,33
Mark 9,Verse 34,34
Mark 9,Verse 35,35
Mark 9,Verse 36,36
Mark 9,Verse 37,37
Mark 9,Verse 38,38
Mark 9,Verse 39,39
Mark 9,Verse 40,40
Mark 9,Verse 41,41
Mark 9,Verse 42,42
Mark 9,Verse 43,43
Mark 9,Verse 44,44
Mark 9,Verse 45,45
Mark 9,Verse 46,46
Mark 9,Verse 47,47
Mark 9,Verse 48,48
Mark 9,Verse 49,49
Mark 9,Verse 50,50
Mark 10,Verse 1,1
Mark 10,Verse 2,2
Mark 10,Verse 3,3
Mark 10,Verse 4,4
Mark 10,Verse 5,5
Mark 10,Verse 6,6
Mark 10,Verse 7,7
Mark 10,Verse 8,8
Mark 10,Verse 9,9
Mark 10,Verse 10,10
Mark 10,Verse 11,11
Mark 10,Verse 12,12
Mark 10,Verse 13,13
Mark 10,Verse 14,14
Mark 10,Verse 15,15
Mark 10,Verse 16,16
Mark 10,Verse 17,17
Mark 10,Verse 18,18
Mark 10,Verse 19,19
Mark 10,Verse 20,20
Mark 10,Verse 21,21
Mark 10,Verse 22,22
Mark 10,Verse 23,23
Mark 10,Verse 24,24
Mark 10,Verse 25,25
Mark 10,Verse 26,26
Mark 10,Verse 27,27
Mark 10,Verse 28,28
Mark 10,Verse 29,29
Mark 10,Verse 30,30
Mark 10,Verse 31,31
Mark 10,Verse 32,32
Mark 10,Verse 33,33
Mark 10,Verse 34,34
Mark 10,Verse 35,35
Mark 10,Verse 36,36
Mark 10,Verse 37,37
Mark 10,Verse 38,38
Mark 10,Verse 39,39
Mark 10,Verse 40,40
Mark 10,Verse 41,41
Mark 10,Verse 42,42
Mark 10,Verse 43,43
Mark 10,Verse 44,44
Mark 10,Verse 45,45
Mark 10,Verse 46,46
Mark 10,Verse 47,47
Mark 10,Verse 48,48
Mark 10,Verse 49,49
Mark 10,Verse 50,50
Mark 10,Verse 51,51
Mark 10,Verse 52,52
Mark 11,Verse 1,1
Mark 11,Verse 2,2
Mark 11,Verse 3,3
Mark 11,Verse 4,4
Mark 11,Verse 5,5
Mark 11,Verse 6,6
Mark 11,Verse 7,7
Mark 11,Verse 8,8
Mark 11,Verse 9,9
Mark 11,Verse 10,10
Mark 11,Verse 11,11
Mark 11,Verse 12,12
Mark 11,Verse 13,13
Mark 11,Verse 14,14
Mark 11,Verse 15,15
Mark 11,Verse 16,16
Mark 11,Verse 17,17
Mark 11,Verse 18,18
Mark 11,Verse 19,19
Mark 11,Verse 20,20
Mark 11,Verse 21,21
Mark 11,Verse 22,22
Mark 11,Verse 23,23
Mark 11,Verse 24,24
Mark 11,Verse 25,25
Mark 11,Verse 26,26
Mark 11,Verse 27,27
Mark 11,Verse 28,28
Mark 11,Verse 29,29
Mark 11,Verse 30,30
Mark 11,Verse 31,31
Mark 11,Verse 32,32
Mark 11,Verse 33,33
Mark 12,Verse 1,1
Mark 12,Verse 2,2
Mark 12,Verse 3,3
Mark 12,Verse 4,4
Mark 12,Verse 5,5
Mark 12,Verse 6,6
Mark 12,Verse 7,7
Mark 12,Verse 8,8
Mark 12,Verse 9,9
Mark 12,Verse 10,10
Mark 12,Verse 11,11
Mark 12,Verse 12,12
Mark 12,Verse 13,13
Mark 12,Verse 14,14
Mark 12,Verse 15,15
Mark 12,Verse 16,16
Mark 12,Verse 17,17
Mark 12,Verse 18,18
Mark 12,Verse 19,19
Mark 12,Verse 20,20
Mark 12,Verse 21,21
Mark 12,Verse 22,22
Mark 12,Verse 23,23
Mark 12,Verse 24,24
Mark 12,Verse 25,25
Mark 12,Verse 26,26
Mark 12,Verse 27,27
Mark 12,Verse 28,28
Mark 12,Verse 29,29
Mark 12,Verse 30,30
Mark 12,Verse 31,31
Mark 12,Verse 32,32
Mark 12,Verse 33,33
Mark 12,Verse 34,34
Mark 12,Verse 35,35
Mark 12,Verse 36,36
Mark 12,Verse 37,37
Mark 12,Verse 38,38
Mark 12,Verse 39,39
Mark 12,Verse 40,40
Mark 12,Verse 41,41
Mark 12,Verse 42,42
Mark 12,Verse 43,43
Mark 12,Verse 44,44
Mark 13,Verse 1,1
Mark 13,Verse 2,2
Mark 13,Verse 3,3
Mark 13,Verse 4,4
Mark 13,Verse 5,5
Mark 13,Verse 6,6
Mark 13,Verse 7,7
Mark 13,Verse 8,8
Mark 13,Verse 9,9
Mark 13,Verse 10,10
Mark 13,Verse 11,11
Mark 13,Verse 12,12
Mark 13,Verse 13,13
Mark 13,Verse 14,14
Mark 13,Verse 15,15
Mark 13,Verse 16,16
Mark 13,Verse 17,17
Mark 13,Verse 18,18
Mark 13,Verse 19,19
Mark 13,Verse 20,20
Mark 13,Verse 21,21
Mark 13,Verse 22,22
Mark 13,Verse 23,23
Mark 13,Verse 24,24
Mark 13,Verse 25,25
Mark 13,Verse 26,26
Mark 13,Verse 27,27
Mark 13,Verse 28,28
Mark 13,Verse 29,29
Mark 13,Verse 30,30
Mark 13,Verse 31,31
Mark 13,Verse 32,32
Mark 13,Verse 33,33
Mark 13,Verse 34,34
Mark 13,Verse 35,35
Mark 13,Verse 36,36
Mark 13,Verse 37,37
Mark 14,Verse 1,1
Mark 14,Verse 2,2
Mark 14,Verse 3,3
Mark 14,Verse 4,4
Mark 14,Verse 5,5
Mark 14,Verse 6,6
Mark 14,Verse 7,7
Mark 14,Verse 8,8
Mark 14,Verse 9,9
Mark 14,Verse 10,10
Mark 14,Verse 11,11
Mark 14,Verse 12,12
Mark 14,Verse 13,13
Mark 14,Verse 14,14
Mark 14,Verse 15,15
Mark 14,Verse 16,16
Mark 14,Verse 17,17
Mark 14,Verse 18,18
Mark 14,Verse 19,19
Mark 14,Verse 20,20
Mark 14,Verse 21,21
Mark 14,Verse 22,22
Mark 14,Verse 23,23
Mark 14,Verse 24,24
Mark 14,Verse 25,25
Mark 14,Verse 26,26
Mark 14,Verse 27,27
Mark 14,Verse 28,28
Mark 14,Verse 29,29
Mark 14,Verse 30,30
Mark 14,Verse 31,31
Mark 14,Verse 32,32
Mark 14,Verse 33,33
Mark 14,Verse 34,34
Mark 14,Verse 35,35
Mark 14,Verse 36,36
Mark 14,Verse 37,37
Mark 14,Verse 38,38
Mark 14,Verse 39,39
Mark 14,Verse 40,40
Mark 14,Verse 41,41
Mark 14,Verse 42,42
Mark 14,Verse 43,43
Mark 14,Verse 44,44
Mark 14,Verse 45,45
Mark 14,Verse 46,46
Mark 14,Verse 47,47
Mark 14,Verse 48,48
Mark 14,Verse 49,49
Mark 14,Verse 50,50
Mark 14,Verse 51,51
Mark 14,Verse 52,52
Mark 14,Verse 53,53
Mark 14,Verse 54,54
Mark 14,Verse 55,55
Mark 14,Verse 56,56
Mark 14,Verse 57,57
Mark 14,Verse 58,58
Mark 14,Verse 59,59
Mark 14,Verse 60,60
Mark 14,Verse 61,61
Mark 14,Verse 62,62
Mark 14,Verse 63,63
Mark 14,Verse 64,64
Mark 14,Verse 65,65
Mark 14,Verse 66,66
Mark 14,Verse 67,67
Mark 14,Verse 68,68
Mark 14,Verse 69,69
Mark 14,Verse 70,70
Mark 14,Verse 71,71
Mark 14,Verse 72,72
Mark 15,Verse 1,1
Mark 15,Verse 2,2
Mark 15,Verse 3,3
Mark 15,Verse 4,4
Mark 15,Verse 5,5
Mark 15,Verse 6,6
Mark 15,Verse 7,7
Mark 15,Verse 8,8
Mark 15,Verse 9,9
Mark 15,Verse 10,10
Mark 15,Verse 11,11
Mark 15,Verse 12,12
Mark 15,Verse 13,13
Mark 15,Verse 14,14
Mark 15,Verse 15,15
Mark 15,Verse 16,16
Mark 15,Verse 17,17
Mark 15,Verse 18,18
Mark 15,Verse 19,19
Mark 15,Verse 20,20
Mark 15,Verse 21,21
Mark 15,Verse 22,22
Mark 15,Verse 23,23
Mark 15,Verse 24,24
Mark 15,Verse 25,25
Mark 15,Verse 26,26
Mark 15,Verse 27,27
Mark 15,Verse 28,28
Mark 15,Verse 29,29
Mark 15,Verse 30,30
Mark 15,Verse 31,31
Mark 15,Verse 32,32
Mark 15,Verse 33,33
Mark 15,Verse 34,34
Mark 15,Verse 35,35
Mark 15,Verse 36,36
Mark 15,Verse 37,37
Mark 15,Verse 38,38
Mark 15,Verse 39,39
Mark 15,Verse 40,40
Mark 15,Verse 41,41
Mark 15,Verse 42,42
Mark 15,Verse 43,43
Mark 15,Verse 44,44
Mark 15,Verse 45,45
Mark 15,Verse 46,46
Mark 15,Verse 47,47
Mark 16,Verse 1,1
Mark 16,Verse 2,2
Mark 16,Verse 3,3
Mark 16,Verse 4,4
Mark 16,Verse 5,5
Mark 16,Verse 6,6
Mark 16,Verse 7,7
Mark 16,Verse 8,8
Mark 16,Verse 9,9
Mark 16,Verse 10,10
Mark 16,Verse 11,11
Mark 16,Verse 12,12
Mark 16,Verse 13,13
Mark 16,Verse 14,14
Mark 16,Verse 15,15
Mark 16,Verse 16,16
Mark 16,Verse 17,17
Mark 16,Verse 18,18
Mark 16,Verse 19,19
Mark 16,Verse 20,20
Luke 1,Verse 1,1
Luke 1,Verse 2,2
Luke 1,Verse 3,3
Luke 1,Verse 4,4
Luke 1,Verse 5,5
Luke 1,Verse 6,6
Luke 1,Verse 7,7
Luke 1,Verse 8,8
Luke 1,Verse 9,9
Luke 1,Verse 10,10
Luke 1,Verse 11,11
Luke 1,Verse 12,12
Luke 1,Verse 13,13
Luke 1,Verse 14,14
Luke 1,Verse 15,15
Luke 1,Verse 16,16
Luke 1,Verse 17,17
Luke 1,Verse 18,18
Luke 1,Verse 19,19
Luke 1,Verse 20,20
Luke 1,Verse 21,21
Luke 1,Verse 22,22
Luke 1,Verse 23,23
Luke 1,Verse 24,24
Luke 1,Verse 25,25
Luke 1,Verse 26,26
Luke 1,Verse 27,27
Luke 1,Verse 28,28
Luke 1,Verse 29,29
Luke 1,Verse 30,30
Luke 1,Verse 31,31
Luke 1,Verse 32,32
Luke 1,Verse 33,33
Luke 1,Verse 34,34
Luke 1,Verse 35,35
Luke 1,Verse 36,36
Luke 1,Verse 37,37
Luke 1,Verse 38,38
Luke 1,Verse 39,39
Luke 1,Verse 40,40
Luke 1,Verse 41,41
Luke 1,Verse 42,42
Luke 1,Verse 43,43
Luke 1,Verse 44,44
Luke 1,Verse 45,45
Luke 1,Verse 46,46
Luke 1,Verse 47,47
Luke 1,Verse 48,48
Luke 1,Verse 49,49
Luke 1,Verse 50,50
Luke 1,Verse 51,51
Luke 1,Verse 52,52
Luke 1,Verse 53,53
Luke 1,Verse 54,54
Luke 1,Verse 55,55
Luke 1,Verse 56,56
Luke 1,Verse 57,57
Luke 1,Verse 58,58
Luke 1,Verse 59,59
Luke 1,Verse 60,60
Luke 1,Verse 61,61
Luke 1,Verse 62,62
Luke 1,Verse 63,63
Luke 1,Verse 64,64
Luke 1,Verse 65,65
Luke 1,Verse 66,66
Luke 1,Verse 67,67
Luke 1,Verse 68,68
Luke 1,Verse 69,69
Luke 1,Verse 70,70
Luke 1,Verse 71,71
Luke 1,Verse 72,72
Luke 1,Verse 73,73
Luke 1,Verse 74,74
Luke 1,Verse 75,75
Luke 1,Verse 76,76
Luke 1,Verse 77,77
Luke 1,Verse 78,78
Luke 1,Verse 79,79
Luke 1,Verse 80,80
Luke 2,Verse 1,1
Luke 2,Verse 2,2
Luke 2,Verse 3,3
Luke 2,Verse 4,4
Luke 2,Verse 5,5
Luke 2,Verse 6,6
Luke 2,Verse 7,7
Luke 2,Verse 8,8
Luke 2,Verse 9,9
Luke 2,Verse 10,10
Luke 2,Verse 11,11
Luke 2,Verse 12,12
Luke 2,Verse 13,13
Luke 2,Verse 14,14
Luke 2,Verse 15,15
Luke 2,Verse 16,16
Luke 2,Verse 17,17
Luke 2,Verse 18,18
Luke 2,Verse 19,19
Luke 2,Verse 20,20
Luke 2,Verse 21,21
Luke 2,Verse 22,22
Luke 2,Verse 23,23
Luke 2,Verse 24,24
Luke 2,Verse 25,25
Luke 2,Verse 26,26
Luke 2,Verse 27,27
Luke 2,Verse 28,28
Luke 2,Verse 29,29
Luke 2,Verse 30,30
Luke 2,Verse 31,31
Luke 2,Verse 32,32
Luke 2,Verse 33,33
Luke 2,Verse 34,34
Luke 2,Verse 35,35
Luke 2,Verse 36,36
Luke 2,Verse 37,37
Luke 2,Verse 38,38
Luke 2,Verse 39,39
Luke 2,Verse 40,40
Luke 2,Verse 41,41
Luke 2,Verse 42,42
Luke 2,Verse 43,43
Luke 2,Verse 44,44
Luke 2,Verse 45,45
Luke 2,Verse 46,46
Luke 2,Verse 47,47
Luke 2,Verse 48,48
Luke 2,Verse 49,49
Luke 2,Verse 50,50
Luke 2,Verse 51,51
Luke 2,Verse 52,52
Luke 3,Verse 1,1
Luke 3,Verse 2,2
Luke 3,Verse 3,3
Luke 3,Verse 4,4
Luke 3,Verse 5,5
Luke 3,Verse 6,6
Luke 3,Verse 7,7
Luke 3,Verse 8,8
Luke 3,Verse 9,9
Luke 3,Verse 10,10
Luke 3,Verse 11,11
Luke 3,Verse 12,12
Luke 3,Verse 13,13
Luke 3,Verse 14,14
Luke 3,Verse 15,15
Luke 3,Verse 16,16
Luke 3,Verse 17,17
Luke 3,Verse 18,18
Luke 3,Verse 19,19
Luke 3,Verse 20,20
Luke 3,Verse 21,21
Luke 3,Verse 22,22
Luke 3,Verse 23,23
Luke 3,Verse 24,24
Luke 3,Verse 25,25
Luke 3,Verse 26,26
Luke 3,Verse 27,27
Luke 3,Verse 28,28
Luke 3,Verse 29,29
Luke 3,Verse 30,30
Luke 3,Verse 31,31
Luke 3,Verse 32,32
Luke 3,Verse 33,33
Luke 3,Verse 34,34
Luke 3,Verse 35,35
Luke 3,Verse 36,36
Luke 3,Verse 37,37
Luke 3,Verse 38,38
Luke 4,Verse 1,1
Luke 4,Verse 2,2
Luke 4,Verse 3,3
Luke 4,Verse 4,4
Luke 4,Verse 5,5
Luke 4,Verse 6,6
Luke 4,Verse 7,7
Luke 4,Verse 8,8
Luke 4,Verse 9,9
Luke 4,Verse 10,10
Luke 4,Verse 11,11
Luke 4,Verse 12,12
Luke 4,Verse 13,13
Luke 4,Verse 14,14
Luke 4,Verse 15,15
Luke 4,Verse 16,16
Luke 4,Verse 17,17
Luke 4,Verse 18,18
Luke 4,Verse 19,19
Luke 4,Verse 20,20
Luke 4,Verse 21,21
Luke 4,Verse 22,22
Luke 4,Verse 23,23
Luke 4,Verse 24,24
Luke 4,Verse 25,25
Luke 4,Verse 26,26
Luke 4,Verse 27,27
Luke 4,Verse 28,28
Luke 4,Verse 29,29
Luke 4,Verse 30,30
Luke 4,Verse 31,31
Luke 4,Verse 32,32
Luke 4,Verse 33,33
Luke 4,Verse 34,34
Luke 4,Verse 35,35
Luke 4,Verse 36,36
Luke 4,Verse 37,37
Luke 4,Verse 38,38
Luke 4,Verse 39,39
Luke 4,Verse 40,40
Luke 4,Verse 41,41
Luke 4,Verse 42,42
Luke 4,Verse 43,43
Luke 4,Verse 44,44
Luke 5,Verse 1,1
Luke 5,Verse 2,2
Luke 5,Verse 3,3
Luke 5,Verse 4,4
Luke 5,Verse 5,5
Luke 5,Verse 6,6
Luke 5,Verse 7,7
Luke 5,Verse 8,8
Luke 5,Verse 9,9
Luke 5,Verse 10,10
Luke 5,Verse 11,11
Luke 5,Verse 12,12
Luke 5,Verse 13,13
Luke 5,Verse 14,14
Luke 5,Verse 15,15
Luke 5,Verse 16,16
Luke 5,Verse 17,17
Luke 5,Verse 18,18
Luke 5,Verse 19,19
Luke 5,Verse 20,20
Luke 5,Verse 21,21
Luke 5,Verse 22,22
Luke 5,Verse 23,23
Luke 5,Verse 24,24
Luke 5,Verse 25,25
Luke 5,Verse 26,26
Luke 5,Verse 27,27
Luke 5,Verse 28,28
Luke 5,Verse 29,29
Luke 5,Verse 30,30
Luke 5,Verse 31,31
Luke 5,Verse 32,32
Luke 5,Verse 33,33
Luke 5,Verse 34,34
Luke 5,Verse 35,35
Luke 5,Verse 36,36
Luke 5,Verse 37,37
Luke 5,Verse 38,38
Luke 5,Verse 39,39
Luke 6,Verse 1,1
Luke 6,Verse 2,2
Luke 6,Verse 3,3
Luke 6,Verse 4,4
Luke 6,Verse 5,5
Luke 6,Verse 6,6
Luke 6,Verse 7,7
Luke 6,Verse 8,8
Luke 6,Verse 9,9
Luke 6,Verse 10,10
Luke 6,Verse 11,11
Luke 6,Verse 12,12
Luke 6,Verse 13,13
Luke 6,Verse 14,14
Luke 6,Verse 15,15
Luke 6,Verse 16,16
Luke 6,Verse 17,17
Luke 6,Verse 18,18
Luke 6,Verse 19,19
Luke 6,Verse 20,20
Luke 6,Verse 21,21
Luke 6,Verse 22,22
Luke 6,Verse 23,23
Luke 6,Verse 24,24
Luke 6,Verse 25,25
Luke 6,Verse 26,26
Luke 6,Verse 27,27
Luke 6,Verse 28,28
Luke 6,Verse 29,29
Luke 6,Verse 30,30
Luke 6,Verse 31,31
Luke 6,Verse 32,32
Luke 6,Verse 33,33
Luke 6,Verse 34,34
Luke 6,Verse 35,35
Luke 6,Verse 36,36
Luke 6,Verse 37,37
Luke 6,Verse 38,38
Luke 6,Verse 39,39
Luke 6,Verse 40,40
Luke 6,Verse 41,41
Luke 6,Verse 42,42
Luke 6,Verse 43,43
Luke 6,Verse 44,44
Luke 6,Verse 45,45
Luke 6,Verse 46,46
Luke 6,Verse 47,47
Luke 6,Verse 48,48
Luke 6,Verse 49,49
Luke 7,Verse 1,1
Luke 7,Verse 2,2
Luke 7,Verse 3,3
Luke 7,Verse 4,4
Luke 7,Verse 5,5
Luke 7,Verse 6,6
Luke 7,Verse 7,7
Luke 7,Verse 8,8
Luke 7,Verse 9,9
Luke 7,Verse 10,10
Luke 7,Verse 11,11
Luke 7,Verse 12,12
Luke 7,Verse 13,13
Luke 7,Verse 14,14
Luke 7,Verse 15,15
Luke 7,Verse 16,16
Luke 7,Verse 17,17
Luke 7,Verse 18,18
Luke 7,Verse 19,19
Luke 7,Verse 20,20
Luke 7,Verse 21,21
Luke 7,Verse 22,22
Luke 7,Verse 23,23
Luke 7,Verse 24,24
Luke 7,Verse 25,25
Luke 7,Verse 26,26
Luke 7,Verse 27,27
Luke 7,Verse 28,28
Luke 7,Verse 29,29
Luke 7,Verse 30,30
Luke 7,Verse 31,31
Luke 7,Verse 32,32
Luke 7,Verse 33,33
Luke 7,Verse 34,34
Luke 7,Verse 35,35
Luke 7,Verse 36,36
Luke 7,Verse 37,37
Luke 7,Verse 38,38
Luke 7,Verse 39,39
Luke 7,Verse 40,40
Luke 7,Verse 41,41
Luke 7,Verse 42,42
Luke 7,Verse 43,43
Luke 7,Verse 44,44
Luke 7,Verse 45,45
Luke 7,Verse 46,46
Luke 7,Verse 47,47
Luke 7,Verse 48,48
Luke 7,Verse 49,49
Luke 7,Verse 50,50
Luke 8,Verse 1,1
Luke 8,Verse 2,2
Luke 8,Verse 3,3
Luke 8,Verse 4,4
Luke 8,Verse 5,5
Luke 8,Verse 6,6
Luke 8,Verse 7,7
Luke 8,Verse 8,8
Luke 8,Verse 9,9
Luke 8,Verse 10,10
Luke 8,Verse 11,11
Luke 8,Verse 12,12
Luke 8,Verse 13,13
Luke 8,Verse 14,14
Luke 8,Verse 15,15
Luke 8,Verse 16,16
Luke 8,Verse 17,17
Luke 8,Verse 18,18
Luke 8,Verse 19,19
Luke 8,Verse 20,20
Luke 8,Verse 21,21
Luke 8,Verse 22,22
Luke 8,Verse 23,23
Luke 8,Verse 24,24
Luke 8,Verse 25,25
Luke 8,Verse 26,26
Luke 8,Verse 27,27
Luke 8,Verse 28,28
Luke 8,Verse 29,29
Luke 8,Verse 30,30
Luke 8,Verse 31,31
Luke 8,Verse 32,32
Luke 8,Verse 33,33
Luke 8,Verse 34,34
Luke 8,Verse 35,35
Luke 8,Verse 36,36
Luke 8,Verse 37,37
Luke 8,Verse 38,38
Luke 8,Verse 39,39
Luke 8,Verse 40,40
Luke 8,Verse 41,41
Luke 8,Verse 42,42
Luke 8,Verse 43,43
Luke 8,Verse 44,44
Luke 8,Verse 45,45
Luke 8,Verse 46,46
Luke 8,Verse 47,47
Luke 8,Verse 48,48
Luke 8,Verse 49,49
Luke 8,Verse 50,50
Luke 8,Verse 51,51
Luke 8,Verse 52,52
Luke 8,Verse 53,53
Luke 8,Verse 54,54
Luke 8,Verse 55,55
Luke 8,Verse 56,56
Luke 9,Verse 1,1
Luke 9,Verse 2,2
Luke 9,Verse 3,3
Luke 9,Verse 4,4
Luke 9,Verse 5,5
Luke 9,Verse 6,6
Luke 9,Verse 7,7
Luke 9,Verse 8,8
Luke 9,Verse 9,9
Luke 9,Verse 10,10
Luke 9,Verse 11,11
Luke 9,Verse 12,12
Luke 9,Verse 13,13
Luke 9,Verse 14,14
Luke 9,Verse 15,15
Luke 9,Verse 16,16
Luke 9,Verse 17,17
Luke 9,Verse 18,18
Luke 9,Verse 19,19
Luke 9,Verse 20,20
Luke 9,Verse 21,21
Luke 9,Verse 22,22
Luke 9,Verse 23,23
Luke 9,Verse 24,24
Luke 9,Verse 25,25
Luke 9,Verse 26,26
Luke 9,Verse 27,27
Luke 9,Verse 28,28
Luke 9,Verse 29,29
Luke 9,Verse 30,30
Luke 9,Verse 31,31
Luke 9,Verse 32,32
Luke 9,Verse 33,33
Luke 9,Verse 34,34
Luke 9,Verse 35,35
Luke 9,Verse 36,36
Luke 9,Verse 37,37
