sid,test,subname,parent_title,sub_title,catid,description
509,Ashdod,Ashdod,Bible Cities [40],Ashdod [509],40,
510,Ashkelon,Ashkelon,Bible Cities [40],Ashkelon [510],40,
511,Asia,Asia,Bible Cities [40],Asia [511],40,
512,Asia+Minor,Asia Minor,Bible Cities [40],Asia Minor [512],40,
513,Athens,Athens,Bible Cities [40],Athens [513],40,
514,Babylonia,Babylonia,Bible Cities [40],Babylonia [514],40,
515,Beersheba,Beersheba,Bible Cities [40],Beersheba [515],40,
516,Berea,Berea,Bible Cities [40],Berea [516],40,
517,Bethany,Bethany,Bible Cities [40],Bethany [517],40,
518,Bethel,Bethel,Bible Cities [40],Bethel [518],40,
519,Bethesda,Bethesda,Bible Cities [40],Bethesda [519],40,
520,Bethlehem,Bethlehem,Bible Cities [40],Bethlehem [520],40,
521,Beth+Peor,Beth Peor,Bible Cities [40],Beth Peor [521],40,
522,Bethphage,Bethphage,Bible Cities [40],Bethphage [522],40,
523,Bethsaida,Bethsaida,Bible Cities [40],Bethsaida [523],40,
524,Beth+Shan,Beth Shan,Bible Cities [40],Beth Shan [524],40,
525,Beth+Shemesh,Beth Shemesh,Bible Cities [40],Beth Shemesh [525],40,
526,Caesarea,Caesarea,Bible Cities [40],Caesarea [526],40,
527,Caesarea+Philippi,Caesarea Philippi,Bible Cities [40],Caesarea Philippi [527],40,
528,Calvary,Calvary,Bible Cities [40],Calvary [528],40,
529,Golgotha,Golgotha,Bible Cities [40],Golgotha [529],40,
530,Cana,Cana,Bible Cities [40],Cana [530],40,
531,Canaan,Canaan,Bible Cities [40],Canaan [531],40,
532,Capernaum,Capernaum,Bible Cities [40],Capernaum [532],40,
533,Carmel,Carmel,Bible Cities [40],Carmel [533],40,
534,Cenchrea,Cenchrea,Bible Cities [40],Cenchrea [534],40,
535,Chebar,Chebar,Bible Cities [40],Chebar [535],40,
536,Cilicia,Cilicia,Bible Cities [40],Cilicia [536],40,
537,Cities+of+Refuge,Cities of Refuge,Bible Cities [40],Cities of Refuge [537],40,
538,City+of+David,City of David,Bible Cities [40],City of David [538],40,
539,Colosse,Colosse,Bible Cities [40],Colosse [539],40,
540,Corinth,Corinth,Bible Cities [40],Corinth [540],40,
541,Crete,Crete,Bible Cities [40],Crete [541],40,
542,Cyprus,Cyprus,Bible Cities [40],Cyprus [542],40,
543,Cyrene,Cyrene,Bible Cities [40],Cyrene [543],40,
544,Damascus,Damascus,Bible Cities [40],Damascus [544],40,
545,Dan,Dan,Bible Cities [40],Dan [545],40,
546,Dead+Sea,Dead Sea,Bible Cities [40],Dead Sea [546],40,
547,Decapolis,Decapolis,Bible Cities [40],Decapolis [547],40,
548,Derbe,Derbe,Bible Cities [40],Derbe [548],40,
549,Dothan,Dothan,Bible Cities [40],Dothan [549],40,
550,Ebal,Ebal,Bible Cities [40],Ebal [550],40,
551,Eden,Eden,Bible Cities [40],Eden [551],40,
552,Edom,Edom,Bible Cities [40],Edom [552],40,
553,Egypt,Egypt,Bible Cities [40],Egypt [553],40,
554,Ekron,Ekron,Bible Cities [40],Ekron [554],40,
555,Elath,Elath,Bible Cities [40],Elath [555],40,
556,Elim,Elim,Bible Cities [40],Elim [556],40,
557,Emmaus,Emmaus,Bible Cities [40],Emmaus [557],40,
558,En+Dor,En Dor,Bible Cities [40],En Dor [558],40,
559,En+Gedi,En Gedi,Bible Cities [40],En Gedi [559],40,
560,Ephesus,Ephesus,Bible Cities [40],Ephesus [560],40,
561,Eshcol,Eshcol,Bible Cities [40],Eshcol [561],40,
562,Ethiopia,Ethiopia,Bible Cities [40],Ethiopia [562],40,
563,Fair+Havens,Fair Havens,Bible Cities [40],Fair Havens [563],40,
564,Gadara,Gadara,Bible Cities [40],Gadara [564],40,
565,Galatia,Galatia,Bible Cities [40],Galatia [565],40,
566,Galilee,Galilee,Bible Cities [40],Galilee [566],40,
567,Sea+of+Galilee,Sea of Galilee,Bible Cities [40],Sea of Galilee [567],40,
568,Gath,Gath,Bible Cities [40],Gath [568],40,
569,Gaza,Gaza,Bible Cities [40],Gaza [569],40,
570,Gennesaret,Gennesaret,Bible Cities [40],Gennesaret [570],40,
571,Gilboa,Gilboa,Bible Cities [40],Gilboa [571],40,
572,Gethsemane,Gethsemane,Bible Cities [40],Gethsemane [572],40,
573,Gilead,Gilead,Bible Cities [40],Gilead [573],40,
574,Gilgal,Gilgal,Bible Cities [40],Gilgal [574],40,
575,Gomorrah,Gomorrah,Bible Cities [40],Gomorrah [575],40,
576,Goshen,Goshen,Bible Cities [40],Goshen [576],40,
577,Greece,Greece,Bible Cities [40],Greece [577],40,
578,Hades,Hades,Bible Cities [40],Hades [578],40,
579,Hell,Hell,Bible Cities [40],Hell [579],40,
580,Haran,Haran,Bible Cities [40],Haran [580],40,
581,Hebron,Hebron,Bible Cities [40],Hebron [581],40,
582,Hermon,Hermon,Bible Cities [40],Hermon [582],40,
583,Hinnom,Hinnom,Bible Cities [40],Hinnom [583],40,
584,Gehenna,Gehenna,Bible Cities [40],Gehenna [584],40,
585,Mount+Hor,Mount Hor,Bible Cities [40],Mount Hor [585],40,
586,Iconium,Iconium,Bible Cities [40],Iconium [586],40,
587,Idumea,Idumea,Bible Cities [40],Idumea [587],40,
588,Italy,Italy,Bible Cities [40],Italy [588],40,
589,Jabbok+River,Jabbok River,Bible Cities [40],Jabbok River [589],40,
590,Jabesh+Gilead,Jabesh Gilead,Bible Cities [40],Jabesh Gilead [590],40,
591,Jacob%27s+Well,Jacob's Well,Bible Cities [40],Jacob's Well [591],40,
592,Jebus,Jebus,Bible Cities [40],Jebus [592],40,
593,Valley+of+Jehoshaphat,Valley of Jehoshaphat,Bible Cities [40],Valley of Jehoshaphat [593],40,
594,Jericho,Jericho,Bible Cities [40],Jericho [594],40,
595,Jerusalem,Jerusalem,Bible Cities [40],Jerusalem [595],40,
596,Joppa,Joppa,Bible Cities [40],Joppa [596],40,
597,Jordan+River,Jordan River,Bible Cities [40],Jordan River [597],40,
598,Judea,Judea,Bible Cities [40],Judea [598],40,
599,Judah,Judah,Bible Cities [40],Judah [599],40,
600,Kadesh+Barnea,Kadesh Barnea,Bible Cities [40],Kadesh Barnea [600],40,
601,Kidron+Valley,Kidron Valley,Bible Cities [40],Kidron Valley [601],40,
602,Kirjath+Arba,Kirjath Arba,Bible Cities [40],Kirjath Arba [602],40,
604,Lachish,Lachish,Bible Cities [40],Lachish [604],40,
605,Lake+of+Gennesaret,Lake of Gennesaret,Bible Cities [40],Lake of Gennesaret [605],40,
606,Laodicea,Laodicea,Bible Cities [40],Laodicea [606],40,
607,Lebanon+Mountains,Lebanon Mountains,Bible Cities [40],Lebanon Mountains [607],40,
608,Levitical+Cities,Levitical Cities,Bible Cities [40],Levitical Cities [608],40,
609,Lycaonia,Lycaonia,Bible Cities [40],Lycaonia [609],40,
610,Lydda,Lydda,Bible Cities [40],Lydda [610],40,
611,Lystra,Lystra,Bible Cities [40],Lystra [611],40,
612,Macedonia,Macedonia,Bible Cities [40],Macedonia [612],40,
613,Machpelah,Machpelah,Bible Cities [40],Machpelah [613],40,
614,Magdala,Magdala,Bible Cities [40],Magdala [614],40,
615,Mahanaim,Mahanaim,Bible Cities [40],Mahanaim [615],40,
616,Malta,Malta,Bible Cities [40],Malta [616],40,
617,Marah,Marah,Bible Cities [40],Marah [617],40,
618,Mediterranean+Sea,Mediterranean Sea,Bible Cities [40],Mediterranean Sea [618],40,
619,Media,Media,Bible Cities [40],Media [619],40,
620,Megiddo,Megiddo,Bible Cities [40],Megiddo [620],40,
621,Memphis,Memphis,Bible Cities [40],Memphis [621],40,
622,Michmash,Michmash,Bible Cities [40],Michmash [622],40,
623,Miletus,Miletus,Bible Cities [40],Miletus [623],40,
624,Millo,Millo,Bible Cities [40],Millo [624],40,
625,Mizpah,Mizpah,Bible Cities [40],Mizpah [625],40,
626,Moab,Moab,Bible Cities [40],Moab [626],40,
627,Land+of+Moriah,Land of Moriah,Bible Cities [40],Land of Moriah [627],40,
628,Mount+Moriah,Mount Moriah,Bible Cities [40],Mount Moriah [628],40,
629,Mount+of+Beatitudes,Mount of Beatitudes,Bible Cities [40],Mount of Beatitudes [629],40,
630,Mount+of+Olives,Mount of Olives,Bible Cities [40],Mount of Olives [630],40,
631,Nain,Nain,Bible Cities [40],Nain [631],40,
632,Nazareth,Nazareth,Bible Cities [40],Nazareth [632],40,
633,Mount+Nebo,Mount Nebo,Bible Cities [40],Mount Nebo [633],40,
634,Negev,Negev,Bible Cities [40],Negev [634],40,
635,Nile+River,Nile River,Bible Cities [40],Nile River [635],40,
636,Nineveh,Nineveh,Bible Cities [40],Nineveh [636],40,
637,Nod,Nod,Bible Cities [40],Nod [637],40,
638,Noph,Noph,Bible Cities [40],Noph [638],40,
639,Plain+of+Esdraelon,Plain of Esdraelon,Bible Cities [40],Plain of Esdraelon [639],40,
640,Mount+of+Olives,Mount of Olives,Bible Cities [40],Mount of Olives [640],40,
641,Ophir,Ophir,Bible Cities [40],Ophir [641],40,
642,Padan+Aram,Padan Aram,Bible Cities [40],Padan Aram [642],40,
643,Pamphylia,Pamphylia,Bible Cities [40],Pamphylia [643],40,
644,Paran,Paran,Bible Cities [40],Paran [644],40,
645,Patmos,Patmos,Bible Cities [40],Patmos [645],40,
646,Penuel,Penuel,Bible Cities [40],Penuel [646],40,
647,Pergamos,Pergamos,Bible Cities [40],Pergamos [647],40,
648,Persia,Persia,Bible Cities [40],Persia [648],40,
649,Paphos,Paphos,Bible Cities [40],Paphos [649],40,
650,Philippi,Philippi,Bible Cities [40],Philippi [650],40,
651,Petra,Petra,Bible Cities [40],Petra [651],40,
652,Pharpar+River,Pharpar River,Bible Cities [40],Pharpar River [652],40,
653,Philadelphia,Philadelphia,Bible Cities [40],Philadelphia [653],40,
654,Philistia,Philistia,Bible Cities [40],Philistia [654],40,
655,Phoenicia,Phoenicia,Bible Cities [40],Phoenicia [655],40,
656,Phrygia,Phrygia,Bible Cities [40],Phrygia [656],40,
657,Pisgah,Pisgah,Bible Cities [40],Pisgah [657],40,
658,Pisidia,Pisidia,Bible Cities [40],Pisidia [658],40,
659,Pithom,Pithom,Bible Cities [40],Pithom [659],40,
660,Pontus,Pontus,Bible Cities [40],Pontus [660],40,
661,Rabbah,Rabbah,Bible Cities [40],Rabbah [661],40,
662,Rahab+Hem+Shebeth,Rahab Hem Shebeth,Bible Cities [40],Rahab Hem Shebeth [662],40,
663,Ramah,Ramah,Bible Cities [40],Ramah [663],40,
664,Rameses,Rameses,Bible Cities [40],Rameses [664],40,
665,Ramoth+Gilead,Ramoth Gilead,Bible Cities [40],Ramoth Gilead [665],40,
666,Red+Sea,Red Sea,Bible Cities [40],Red Sea [666],40,
667,Rehoboth,Rehoboth,Bible Cities [40],Rehoboth [667],40,
668,Rephidim,Rephidim,Bible Cities [40],Rephidim [668],40,
669,Rome,Rome,Bible Cities [40],Rome [669],40,
670,Rosetta,Rosetta,Bible Cities [40],Rosetta [670],40,
671,Salamis,Salamis,Bible Cities [40],Salamis [671],40,
672,Salt+Sea,Salt Sea,Bible Cities [40],Salt Sea [672],40,
673,Valley+of+Salt,Valley of Salt,Bible Cities [40],Valley of Salt [673],40,
674,Samaria,Samaria,Bible Cities [40],Samaria [674],40,
675,Sardia+or+Sardis,Sardia or Sardis,Bible Cities [40],Sardia or Sardis [675],40,
676,Seir,Seir,Bible Cities [40],Seir [676],40,
677,Seleucia,Seleucia,Bible Cities [40],Seleucia [677],40,
678,Sharon,Sharon,Bible Cities [40],Sharon [678],40,
679,Sheba,Sheba,Bible Cities [40],Sheba [679],40,
680,Shechem,Shechem,Bible Cities [40],Shechem [680],40,
681,Shiloh,Shiloh,Bible Cities [40],Shiloh [681],40,
682,Shinar,Shinar,Bible Cities [40],Shinar [682],40,
683,Shushan,Shushan,Bible Cities [40],Shushan [683],40,
684,Sidon,Sidon,Bible Cities [40],Sidon [684],40,
685,Siloam,Siloam,Bible Cities [40],Siloam [685],40,
686,Mount+Sinai,Mount Sinai,Bible Cities [40],Mount Sinai [686],40,
687,Mount+Horeb,Mount Horeb,Bible Cities [40],Mount Horeb [687],40,
688,Smyrna,Smyrna,Bible Cities [40],Smyrna [688],40,
689,Sodom,Sodom,Bible Cities [40],Sodom [689],40,
690,Spain,Spain,Bible Cities [40],Spain [690],40,
691,Succoth,Succoth,Bible Cities [40],Succoth [691],40,
692,Sychar,Sychar,Bible Cities [40],Sychar [692],40,
693,Syria,Syria,Bible Cities [40],Syria [693],40,
694,Tahapanes,Tahapanes,Bible Cities [40],Tahapanes [694],40,
695,Tarshish,Tarshish,Bible Cities [40],Tarshish [695],40,
696,Tarsus,Tarsus,Bible Cities [40],Tarsus [696],40,
697,Tekoa,Tekoa,Bible Cities [40],Tekoa [697],40,
698,Tel+Abib,Tel Abib,Bible Cities [40],Tel Abib [698],40,
699,Thessalonica,Thessalonica,Bible Cities [40],Thessalonica [699],40,
700,Thyatira,Thyatira,Bible Cities [40],Thyatira [700],40,
701,Sea+of+Tiberias,Sea of Tiberias,Bible Cities [40],Sea of Tiberias [701],40,
702,Tigris+River,Tigris River,Bible Cities [40],Tigris River [702],40,
703,Tophet,Tophet,Bible Cities [40],Tophet [703],40,
704,Transjordan,Transjordan,Bible Cities [40],Transjordan [704],40,
705,Troas,Troas,Bible Cities [40],Troas [705],40,
706,Tyre,Tyre,Bible Cities [40],Tyre [706],40,
707,Ur,Ur,Bible Cities [40],Ur [707],40,
708,Zaraphath,Zaraphath,Bible Cities [40],Zaraphath [708],40,
709,Ziklag,Ziklag,Bible Cities [40],Ziklag [709],40,
710,Wilderness+of+Zin,Wilderness of Zin,Bible Cities [40],Wilderness of Zin [710],40,
711,Mount+Zion,Mount Zion,Bible Cities [40],Mount Zion [711],40,
712,Zoar,Zoar,Bible Cities [40],Zoar [712],40,
713,Houses+-+Wealthy,Houses - Wealthy,Manners & Customs [39],Houses - Wealthy [713],39,
714,Daily+Living,Daily Living,Manners & Customs [39],Daily Living [714],39,
715,Religious+Customs,Religious Customs,Manners & Customs [39],Religious Customs [715],39,
716,Household+Festivities,Household Festivities,Manners & Customs [39],Household Festivities [716],39,
717,Grain+Farming,Grain Farming,Manners & Customs [39],Grain Farming [717],39,
718,Vineyards,Vineyards,Manners & Customs [39],Vineyards [718],39,
719,Olive+Trees,Olive Trees,Manners & Customs [39],Olive Trees [719],39,
720,Fig+Trees,Fig Trees,Manners & Customs [39],Fig Trees [720],39,
721,Water+Supply,Water Supply,Manners & Customs [39],Water Supply [721],39,
722,Raids,Raids,Manners & Customs [39],Raids [722],39,
723,Blood+Avenging,Blood Avenging,Manners & Customs [39],Blood Avenging [723],39,
724,Floors,Floors,Manners & Customs [39],Floors [724],39,
725,Furniture,Furniture,Manners & Customs [39],Furniture [725],39,
726,Beds,Beds,Manners & Customs [39],Beds [726],39,
727,Lamps,Lamps,Manners & Customs [39],Lamps [727],39,
728,Ovens,Ovens,Manners & Customs [39],Ovens [728],39,
729,Mangers,Mangers,Manners & Customs [39],Mangers [729],39,
730,Prayer,Prayer,Manners & Customs [39],Prayer [730],39,
731,Fasting,Fasting,Manners & Customs [39],Fasting [731],39,
732,Bread,Bread,Manners & Customs [39],Bread [732],39,
733,Dairy+Products,Dairy Products,Manners & Customs [39],Dairy Products [733],39,
734,Fruits,Fruits,Manners & Customs [39],Fruits [734],39,
735,Vegetables,Vegetables,Manners & Customs [39],Vegetables [735],39,
736,Baking,Baking,Manners & Customs [39],Baking [736],39,
737,Meat,Meat,Manners & Customs [39],Meat [737],39,
738,Mills+and+Millstones,Mills and Millstones,Manners & Customs [39],Mills and Millstones [738],39,
739,Weaving,Weaving,Manners & Customs [39],Weaving [739],39,
740,Figurative+Language,Figurative Language,Manners & Customs [39],Figurative Language [740],39,
741,Veils,Veils,Manners & Customs [39],Veils [741],39,
742,Staffs,Staffs,Manners & Customs [39],Staffs [742],39,
743,Earrings,Earrings,Manners & Customs [39],Earrings [743],39,
744,Bracelets+and+Anklets,Bracelets and Anklets,Manners & Customs [39],Bracelets and Anklets [744],39,
745,Phylacteries,Phylacteries,Manners & Customs [39],Phylacteries [745],39,
746,Fringes,Fringes,Manners & Customs [39],Fringes [746],39,
747,Prayer+Shawl,Prayer Shawl,Manners & Customs [39],Prayer Shawl [747],39,
748,Barrenness,Barrenness,Manners & Customs [39],Barrenness [748],39,
749,Swaddling+Clothes,Swaddling Clothes,Manners & Customs [39],Swaddling Clothes [749],39,
750,Circumcision,Circumcision,Manners & Customs [39],Circumcision [750],39,
751,Synagogues,Synagogues,Manners & Customs [39],Synagogues [751],39,
752,Altars,Altars,Manners & Customs [39],Altars [752],39,
753,Herod%27s+Temple,Herod's Temple,Manners & Customs [39],Herod's Temple [753],39,
754,Sacrifices,Sacrifices,Manners & Customs [39],Sacrifices [754],39,
755,Idols,Idols,Manners & Customs [39],Idols [755],39,
756,Feasts+and+Festivals,Feasts and Festivals,Manners & Customs [39],Feasts and Festivals [756],39,
757,Torah+Scrolls,Torah Scrolls,Manners & Customs [39],Torah Scrolls [757],39,
758,Dowry,Dowry,Manners & Customs [39],Dowry [758],39,
759,Betrothal,Betrothal,Manners & Customs [39],Betrothal [759],39,
760,Divorce,Divorce,Manners & Customs [39],Divorce [760],39,
761,Polygamy,Polygamy,Manners & Customs [39],Polygamy [761],39,
762,Sheep,Sheep,Manners & Customs [39],Sheep [762],39,
763,Sackloth+and+Ashes,Sackloth and Ashes,Manners & Customs [39],Sackloth and Ashes [763],39,
764,Mourning+%26+Wailing,"Mourning &amp; Wailing",Manners & Customs [39],"Mourning &amp; Wailing [764]",39,
765,Spices,Spices,Manners & Customs [39],Spices [765],39,
766,Rams+Horn,Rams Horn,Manners & Customs [39],Rams Horn [766],39,
767,Goats,Goats,Manners & Customs [39],Goats [767],39,
768,Ploughing,Ploughing,Manners & Customs [39],Ploughing [768],39,
769,Yokes,Yokes,Manners & Customs [39],Yokes [769],39,
770,Goads,Goads,Manners & Customs [39],Goads [770],39,
771,Sheaves,Sheaves,Manners & Customs [39],Sheaves [771],39,
772,Locusts,Locusts,Manners & Customs [39],Locusts [772],39,
773,Grain,Grain,Manners & Customs [39],Grain [773],39,
774,Sickles,Sickles,Manners & Customs [39],Sickles [774],39,
775,Threshing,Threshing,Manners & Customs [39],Threshing [775],39,
776,Rains,Rains,Manners & Customs [39],Rains [776],39,
777,Winnowing+Fan,Winnowing Fan,Manners & Customs [39],Winnowing Fan [777],39,
